id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated
popcat,popcat,Popcat,https://coin-images.coingecko.com/coins/images/33760/large/image.jpg?1702964227,1.86,1824593105,69,1824593105,136226462.0,1.88,1.72,0.135728,7.86722,128049258.0,7.54765,979978669.96,979978669.96,979978694.0,2.05,-10.30363,2024-11-17T15:50:59.669Z,0.00379728,48435.26919,2024-01-05T15:34:24.842Z,,2024-11-19T19:24:34.399Z
thorchain,rune,THORChain,https://coin-images.coingecko.com/coins/images/6595/large/Rune200x200.png?1696506946,5.37,1819267106,68,2228503389,361765095.0,5.43,5.21,0.088306,1.67218,14419975.0,0.79896,338778299.0,414985015.0,500000000.0,20.87,-74.2409,2021-05-19T00:30:09.436Z,0.00851264,63044.91114,2019-09-28T00:00:00.000Z,"{'times': 140.2938693200003, 'currency': 'usd', 'percentage': 14029.386932000032}",2024-11-19T19:24:36.445Z
peanut-the-squirrel,pnut,Peanut the Squirrel,https://coin-images.coingecko.com/coins/images/51301/large/pnut.jpg?1730602041,1.81,1808143660,67,1808143660,1944140751.0,1.83,1.53,0.266775,17.32728,266875949.0,17.31535,999858912.07,999858912.07,999858912.07,2.44,-25.86585,2024-11-14T01:20:47.489Z,0.03187374,5567.43755,2024-11-04T21:41:11.808Z,,2024-11-19T19:24:41.076Z
theta-token,theta,Theta Network,https://coin-images.coingecko.com/coins/images/2538/large/theta-token-logo.png?1696503349,1.79,1789995074,70,1789995074,159387055.0,1.82,1.68,0.107939,6.40521,78465372.0,4.58452,1000000000.0,1000000000.0,1000000000.0,15.72,-88.60643,2021-04-16T13:15:11.190Z,0.04039979,4333.28321,2020-03-13T02:24:16.483Z,"{'times': 10.95405722170716, 'currency': 'usd', 'percentage': 1095.405722170716}",2024-11-19T19:24:36.457Z
based-brett,brett,Brett,https://coin-images.coingecko.com/coins/images/35529/large/1000050750.png?1709031995,0.173904,1723400464,71,1723400489,134901705.0,0.183447,0.158877,0.01467575,9.21682,145582194.0,9.2268,9910088340.61742,9910088486.37212,9999998988.0,0.193396,-10.06742,2024-11-16T02:20:45.363Z,0.00084753,20421.5466,2024-02-29T08:40:24.951Z,,2024-11-19T19:24:31.475Z
raydium,ray,Raydium,https://coin-images.coingecko.com/coins/images/13928/large/PSigc4ie_400x400.jpg?1696513668,5.72,1659907045,72,3166467226,231709373.0,6.05,5.53,0.178368,3.22076,44469632.0,2.75279,290938874.263255,555000000.0,555000000.0,16.83,-66.06286,2021-09-12T20:20:23.998Z,0.134391,4150.71974,2022-12-29T22:15:53.927Z,,2024-11-19T19:24:34.379Z
rocket-pool-eth,reth,Rocket Pool ETH,https://coin-images.coingecko.com/coins/images/20764/large/reth.png?1696520159,3517.25,1643154364,73,1643154364,12312027.0,3591.54,3450.43,26.04,0.74581,16922086.0,1.04057,466738.39199566,466738.39199566,,4814.31,-26.88741,2021-12-01T08:03:50.749Z,887.26,296.71043,2022-06-18T20:55:45.957Z,,2024-11-19T19:24:41.680Z
jupiter-exchange-solana,jup,Jupiter,https://coin-images.coingecko.com/coins/images/34188/large/jup.png?1704266489,1.17,1574177825,74,11660576479,254057551.0,1.19,1.14,0.02942324,2.59087,31751175.0,2.05852,1350000000.0,10000000000.0,10000000000.0,2.0,-41.9995,2024-01-31T15:02:47.304Z,0.457464,153.5757,2024-02-21T18:31:05.083Z,,2024-11-19T19:24:39.675Z
worldcoin-wld,wld,Worldcoin,https://coin-images.coingecko.com/coins/images/31069/large/worldcoin.jpeg?1696529903,2.34,1561651785,75,23469649608,528404725.0,2.4,2.27,0.058984,2.58303,41266236.0,2.7142,665392032.396422,10000000000.0,10000000000.0,11.74,-80.15102,2024-03-10T00:10:42.330Z,0.973104,139.48038,2023-09-13T07:36:44.064Z,,2024-11-19T19:24:38.104Z
ethena,ena,Ethena,https://coin-images.coingecko.com/coins/images/36530/large/ethena.png?1711701436,0.547724,1560225378,76,8234284566,328954987.0,0.586771,0.546578,-0.001338395994549435,-0.24376,-16762611.172995806,-1.06295,2842187500.0,15000000000.0,,1.52,-63.84917,2024-04-11T13:15:15.057Z,0.195078,181.2526,2024-09-06T21:04:48.253Z,,2024-11-19T19:24:37.093Z
solv-btc,solvbtc,Solv Protocol SolvBTC,https://coin-images.coingecko.com/coins/images/36800/large/solvBTC.png?1719810684,93451.0,1557708528,77,1558170143,12060344.0,93640.0,89447.0,4004.68,4.47716,61986610.0,4.14426,16655.2529645203,16660.1886156461,21000000.0,93640.0,-0.54283,2024-11-19T18:46:34.823Z,49058.0,89.84068,2024-08-05T06:28:45.311Z,,2024-11-19T19:24:35.022Z
pyth-network,pyth,Pyth Network,https://coin-images.coingecko.com/coins/images/31924/large/pyth.png?1701245725,0.415643,1507807849,78,4159482795,142339680.0,0.421633,0.405622,0.00752272,1.84326,25916411.0,1.74887,3624988786.43857,10000000000.0,10000000000.0,1.2,-65.27855,2024-03-16T07:01:15.357Z,0.22352,85.84291,2024-08-05T11:30:50.894Z,,2024-11-19T19:24:41.631Z
mantle-staked-ether,meth,Mantle Staked Ether,https://coin-images.coingecko.com/coins/images/33345/large/symbol_transparent_bg.png?1701697066,3285.34,1502998989,79,1502998989,26243194.0,3395.38,3229.42,33.96,1.04458,9512753.0,0.63695,457139.547453391,457139.547453391,,4729.53,-30.62163,2024-03-27T05:26:27.333Z,2142.02,53.18598,2023-12-18T10:41:32.686Z,,2024-11-19T19:24:40.009Z
ondo-finance,ondo,Ondo,https://coin-images.coingecko.com/coins/images/26580/large/ONDO.png?1696525656,1.026,1475308560,80,10264303190,314314037.0,1.083,0.960582,0.062385,6.47696,85150748.0,6.12526,1437319741.0074873,10000000000.0,10000000000.0,1.48,-31.20602,2024-06-03T08:29:55.744Z,0.082171,1138.02089,2024-01-18T12:14:30.524Z,,2024-11-19T19:24:40.898Z
coinbase-wrapped-btc,cbbtc,Coinbase Wrapped BTC,https://coin-images.coingecko.com/coins/images/40143/large/cbbtc.webp?1726136727,93639.0,1440571629,81,1440571629,396250093.0,93929.0,89744.0,3673.74,4.0835,80824948.0,5.94412,15364.9021409,15364.9021409,,93929.0,-0.28597,2024-11-19T18:56:32.015Z,57439.0,63.06111,2024-09-12T14:07:41.775Z,,2024-11-19T19:24:32.572Z
renzo-restaked-eth,ezeth,Renzo Restaked ETH,https://coin-images.coingecko.com/coins/images/34753/large/Ezeth_logo_circle.png?1713496404,3209.92,1433946807,82,1433946807,3050595.0,3291.58,3163.07,13.34,0.41737,-626503.8055050373,-0.04367,446391.598928813,446391.598928813,,4106.74,-22.19528,2024-03-12T00:44:29.429Z,2198.04,45.36768,2024-01-26T08:09:59.848Z,,2024-11-19T19:24:42.006Z
bitcoin-cash-sv,bsv,Bitcoin SV,https://coin-images.coingecko.com/coins/images/6799/large/BSV.png?1696507128,70.2,1390399597,83,1475701047,41723443.0,70.72,67.29,2.87,4.2701,53122882.0,3.97247,19786115.625,21000000.0,21000000.0,489.75,-85.65025,2021-04-16T17:09:04.630Z,21.43,227.86813,2023-06-10T04:32:12.266Z,,2024-11-19T19:24:32.385Z
quant-network,qnt,Quant,https://coin-images.coingecko.com/coins/images/3370/large/5ZOu7brX_400x400.jpg?1696504070,94.66,1372872545,84,1379321196,81811919.0,94.39,85.63,8.45,9.79625,109807543.0,8.69374,14544176.164091088,14612493.0,14612493.0,427.42,-77.91544,2021-09-11T09:15:00.668Z,0.215773,43646.99543,2018-08-23T00:00:00.000Z,"{'times': 11.974147444917767, 'currency': 'eth', 'percentage': 1197.4147444917767}",2024-11-19T19:24:41.806Z
maker,mkr,Maker,https://coin-images.coingecko.com/coins/images/1364/large/Mark_Maker.png?1696502423,1513.73,1334952541,85,1380498480,162918032.0,1567.44,1471.85,8.2,0.54433,2122610.0,0.15926,881261.136033212,911328.022117338,1005577.0,6292.31,-75.94151,2021-05-03T21:54:29.333Z,168.36,799.17912,2020-03-16T20:52:36.527Z,,2024-11-19T19:24:40.286Z
beam-2,beam,Beam,https://coin-images.coingecko.com/coins/images/32417/large/chain-logo.png?1698114384,0.02536836,1322378926,86,1551739929,67245343.0,0.02539695,0.02337201,0.0014206,5.93207,64325124.0,5.11307,52110507833.0,61148853857.0,61148853857.0,0.04416304,-42.76522,2024-03-10T10:40:22.381Z,0.0043383,482.63853,2023-10-29T08:20:14.064Z,,2024-11-19T19:24:30.857Z
kucoin-shares,kcs,KuCoin,https://coin-images.coingecko.com/coins/images/1047/large/sa9z79.png?1696502152,10.9,1312214735,87,1557728954,300717.0,10.95,10.57,0.319607,3.01971,43076762.0,3.39417,120257114.14608,142757114.14608,,28.83,-62.16504,2021-12-01T15:09:35.541Z,0.342863,3081.38018,2019-02-07T00:00:00.000Z,,2024-11-19T19:24:39.369Z
msol,msol,Marinade Staked SOL,https://coin-images.coingecko.com/coins/images/17752/large/mSOL.png?1696517278,301.01,1289128024,88,1289179225,40642666.0,305.04,289.46,10.1,3.47097,31313842.0,2.48954,4280231.0,4280401.0,4280401.0,306.53,-1.74844,2024-11-18T11:01:27.341Z,8.93,3272.5715,2022-12-29T20:45:33.039Z,,2024-11-19T19:24:40.810Z
gatechain-token,gt,Gate,https://coin-images.coingecko.com/coins/images/8183/large/gate.png?1696508395,9.72,1245672466,89,2918176556,5744867.0,9.82,9.62,0.106012,1.10228,15481251.0,1.25844,128060017.17436442,300000000.0,,12.94,-24.7991,2021-05-12T11:39:16.531Z,0.25754,3678.98058,2020-03-13T02:18:02.481Z,,2024-11-19T19:24:37.164Z
arweave,ar,Arweave,https://coin-images.coingecko.com/coins/images/4343/large/oRt6SiEN_400x400.jpg?1696504946,18.57,1213918608,90,1213918608,203267806.0,19.48,18.35,-0.3009855463866806,-1.59506,-34618205.85449314,-2.7727,65454185.5381511,65454185.5381511,66000000.0,89.24,-79.21191,2021-11-05T04:14:42.689Z,0.298788,6108.51311,2020-01-31T06:47:36.543Z,"{'times': 24.093086591666918, 'currency': 'usd', 'percentage': 2409.308659166692}",2024-11-19T19:24:30.916Z
gala,gala,GALA,https://coin-images.coingecko.com/coins/images/12493/large/GALA_token_image_-_200PNG.png?1709725869,0.02987572,1183660665,91,1191847981,293697187.0,0.03218926,0.0295608,0.00015012,0.50501,-13841266.458144188,-1.15585,39580700766.4917,39854478326.9671,50000000000.0,0.824837,-96.37323,2021-11-26T01:03:48.731Z,0.00013475,22100.40257,2020-12-28T08:46:48.367Z,,2024-11-19T19:24:37.698Z
goatseus-maximus,goat,Goatseus Maximus,https://coin-images.coingecko.com/coins/images/50717/large/GOAT_LOGO_NEW.jpg?1731292759,1.15,1150376676,92,1150376676,372149739.0,1.16,1.002,0.136524,13.47119,132471620.0,13.01414,999996695.121157,999996695.121157,1000000000.0,1.35,-15.1127,2024-11-17T13:01:21.319Z,0.04353971,2533.76568,2024-10-13T07:44:45.743Z,,2024-11-19T19:24:38.262Z
flow,flow,Flow,https://coin-images.coingecko.com/coins/images/13446/large/5f6294c0c7a8cda55cb1c936_Flow_Wordmark.png?1696513210,0.706985,1092994716,93,1092994716,80974459.0,0.739177,0.695928,-0.01692128577825758,-2.3375,-34665008.83542347,-3.07407,1544758530.84106,1544758530.84106,,42.4,-98.33084,2021-04-05T13:49:10.098Z,0.391969,80.54352,2023-09-11T19:41:06.528Z,,2024-11-19T19:24:37.102Z
bittorrent,btt,BitTorrent,https://coin-images.coingecko.com/coins/images/22457/large/btt_logo.png?1696521780,1.12e-06,1088477441,94,1112932240,50174577.0,1.15e-06,1.11e-06,5.682e-09,0.50801,4797097.0,0.44267,968246428571000.0,990000000000000.0,990000000000000.0,3.43e-06,-67.24112,2022-01-21T04:00:31.909Z,3.65368e-07,207.65398,2023-10-13T05:10:41.241Z,,2024-11-19T19:24:31.352Z
flare-networks,flr,Flare,https://coin-images.coingecko.com/coins/images/28624/large/FLR-icon200x200.png?1696527609,0.0206198,1084363065,95,2119849631,19098430.0,0.02084348,0.01969142,0.00092838,4.71462,41338568.0,3.96334,52555129548.5951,102741393185.612,,0.150073,-86.35559,2023-01-10T03:14:05.921Z,0.00827405,147.47937,2023-10-19T03:35:41.663Z,,2024-11-19T19:24:37.283Z
lido-dao,ldo,Lido DAO,https://coin-images.coingecko.com/coins/images/13573/large/Lido_DAO.png?1696513326,1.21,1080423292,96,1206201698,183032908.0,1.26,1.18,0.00160985,0.13355,-11192691.163757801,-1.02533,895723570.893679,1000000000.0,1000000000.0,7.3,-83.46933,2021-08-20T08:35:20.158Z,0.40615,197.23367,2022-06-18T20:55:12.035Z,,2024-11-19T19:24:39.445Z
tezos,xtz,Tezos,https://coin-images.coingecko.com/coins/images/976/large/Tezos-logo.png?1696502091,1.064,1078904946,97,1100725229,655017246.0,1.26,1.041,-0.1798154765094675,-14.46109,-170827352.50491238,-13.66912,1013603085.90217,1034102673.03723,,9.12,-88.31651,2021-10-04T00:41:18.025Z,0.350476,203.89375,2018-12-07T00:00:00.000Z,"{'times': 1.2630388742195766, 'currency': 'usd', 'percentage': 126.30388742195765}",2024-11-19T19:24:36.117Z
jasmycoin,jasmy,JasmyCoin,https://coin-images.coingecko.com/coins/images/13876/large/JASMY200x200.jpg?1696513620,0.02176424,1055766441,98,1090217308,154096699.0,0.02223459,0.021367,0.00032779,1.52914,15272972.0,1.46786,48419999999.3058,50000000000.0,50000000000.0,4.79,-99.54483,2021-02-16T03:53:32.207Z,0.00275026,692.77119,2022-12-29T20:41:09.113Z,,2024-11-19T19:24:39.461Z
fasttoken,ftn,Fasttoken,https://coin-images.coingecko.com/coins/images/28478/large/lightenicon_200x200.png?1696527472,3.11,1036210225,99,2735930957,156826058.0,3.13,3.08,0.02795633,0.90811,7462358.0,0.72538,333292401.17373455,880000000.0,1000000000.0,3.18,-2.54854,2024-11-15T01:10:41.396Z,0.398142,677.31332,2023-01-21T10:15:39.503Z,,2024-11-19T19:24:36.879Z
matic-network,matic,Polygon,https://coin-images.coingecko.com/coins/images/4713/large/polygon.png?1698233745,0.438616,1024263161,100,4387097564,14354724.0,0.454817,0.428444,-0.001143743436443745,-0.26008,-19758037.606390953,-1.89249,2334717078.8892207,10000000000.0,10000000000.0,2.92,-84.95386,2021-12-27T02:08:34.307Z,0.00314376,13857.33255,2019-05-10T00:00:00.000Z,"{'times': 165.77400343732725, 'currency': 'usd', 'percentage': 16577.400343732726}",2024-11-19T19:24:39.845Z
starknet,strk,Starknet,https://coin-images.coingecko.com/coins/images/26433/large/starknet.png?1696525507,0.486701,1023072228,101,4873037011,171406454.0,0.508984,0.477246,-0.001735674862042735,-0.35535,-9411500.799689174,-0.91154,2099455075.0,10000000000.0,10000000000.0,4.41,-89.01776,2024-02-20T12:05:13.556Z,0.321161,50.9269,2024-08-05T13:30:55.185Z,,2024-11-19T19:24:37.007Z
lombard-staked-btc,lbtc,Lombard Staked BTC,https://coin-images.coingecko.com/coins/images/39969/large/LBTC_Logo.png?1724959872,92810.0,1016704707,103,1016704707,6308290.0,93165.0,89624.0,3186.03,3.55487,38663957.0,3.95321,10948.6618927,10948.6618927,,93317.0,-0.66411,2024-11-13T16:15:37.014Z,52119.0,77.85606,2024-09-06T21:01:52.094Z,,2024-11-19T19:24:39.040Z
akash-network,akt,Akash Network,https://coin-images.coingecko.com/coins/images/12785/large/akash-logo.png?1696512580,4.11,1015795441,102,1019264797,289982243.0,4.66,3.59,0.524402,14.62001,124568646.0,13.97721,247443076.710739,248288195.807791,388539008.0,8.07,-49.18537,2021-04-06T18:59:48.484Z,0.164994,2386.9195,2022-11-21T20:30:53.727Z,,2024-11-19T19:24:30.059Z
cat-in-a-dogs-world,mew,cat in a dogs world,https://coin-images.coingecko.com/coins/images/36440/large/MEW.png?1711442286,0.01139673,1013710357,104,1013710357,171085889.0,0.01163757,0.01098392,0.00011202,0.99263,4683802.0,0.46419,88888888888.88,88888888888.88,88888888888.88,0.01288153,-11.44126,2024-11-17T16:03:04.829Z,0.00091206,1150.7668,2024-03-27T01:55:58.952Z,,2024-11-19T19:24:31.999Z
eos,eos,EOS,https://coin-images.coingecko.com/coins/images/738/large/CG_EOS_Icon.png?1731705232,0.654628,993811562,105,1375848001,154979803.0,0.681584,0.642933,-0.009206272050415689,-1.38683,-20198047.00944078,-1.9919,1516885789.1746,2100000000.0,2100000000.0,22.71,-97.11535,2018-04-29T07:50:33.540Z,0.402746,62.66855,2024-11-04T21:55:59.771Z,"{'times': -0.3387599829399047, 'currency': 'usd', 'percentage': -33.87599829399048}",2024-11-19T19:24:37.419Z
jupiter-staked-sol,jupsol,Jupiter Staked SOL,https://coin-images.coingecko.com/coins/images/37482/large/jupsol.png?1714473916,257.3,986179995,106,986179995,33824400.0,260.78,247.5,8.62,3.46585,17380698.0,1.79405,3832567.03124853,3832567.03124853,,261.34,-1.31503,2024-11-18T10:55:20.857Z,114.32,125.60762,2024-08-05T11:36:21.655Z,,2024-11-19T19:24:38.826Z
helium,hnt,Helium,https://coin-images.coingecko.com/coins/images/4284/large/Helium_HNT.png?1696504894,5.7,983612776,107,1272532521,14950871.0,6.02,5.68,-0.05617128884553324,-0.97548,-12691164.46234858,-1.27382,172369385.821417,223000000.0,223000000.0,54.88,-89.60123,2021-11-12T23:08:25.301Z,0.113248,4938.98918,2020-04-18T00:19:10.902Z,,2024-11-19T19:24:39.813Z
ether-fi-staked-eth,eeth,ether.fi Staked ETH,https://coin-images.coingecko.com/coins/images/33049/large/ether.fi_eETH.png?1700473063,3136.28,958613403,108,6583106162,113035.0,3200.72,3073.63,23.29,0.74811,-17615094.89373243,-1.8044,305485.16479972255,2097864.75323963,,5307.23,-41.15754,2024-08-06T16:16:30.007Z,2155.76,44.8635,2024-02-08T11:26:30.368Z,,2024-11-19T19:24:36.741Z
solv-protocol-solvbtc-bbn,solvbtc.bbn,Solv Protocol SolvBTC.BBN,https://coin-images.coingecko.com/coins/images/39384/large/unnamed.png?1721961640,93157.0,938724245,109,938724245,2673363.0,93251.0,89711.0,3429.14,3.82172,35855339.0,3.97127,10067.8235644736,10067.8235644736,21000000.0,93251.0,-0.22186,2024-11-19T18:55:44.643Z,11402.13,716.0279,2024-09-10T17:58:43.974Z,,2024-11-19T19:24:34.807Z
mog-coin,mog,Mog Coin,https://coin-images.coingecko.com/coins/images/31059/large/MOG_LOGO_200x200.png?1696529893,2.4e-06,936492203,110,936492203,40223708.0,2.46e-06,2.32e-06,2.3241e-08,0.97885,5981068.0,0.64277,390567524379064.56,390567524379064.56,420690000000000.0,2.97e-06,-19.88494,2024-11-16T02:40:40.544Z,4.526e-09,52400.80278,2023-07-24T17:10:57.805Z,,2024-11-19T19:24:40.166Z
tokenize-xchange,tkx,Tokenize Xchange,https://coin-images.coingecko.com/coins/images/4984/large/TKX_-_Logo_-_RGB-15.png?1696505519,11.66,933548993,111,1166994591,2958307.0,12.1,11.58,-0.2861559820254005,-2.39498,-24929303.511518717,-2.60093,79995999.94518414,100000000.0,100000000.0,22.3,-47.65223,2022-10-31T10:23:59.455Z,0.111255,10390.86666,2019-04-28T00:00:00.000Z,"{'times': 39.144629304251254, 'currency': 'usd', 'percentage': 3914.4629304251257}",2024-11-19T19:24:36.040Z
aioz-network,aioz,AIOZ Network,https://coin-images.coingecko.com/coins/images/14631/large/aioz-logo-200.png?1696514309,0.817603,925147138,112,927870585,20920885.0,0.87391,0.809332,-0.03262589184765863,-3.83731,-39653989.63474703,-4.11007,1134131945.67106,1137470601.97963,,2.65,-69.18207,2021-04-03T11:55:34.211Z,0.01099588,7329.6269,2023-09-13T19:20:42.446Z,,2024-11-19T19:24:30.149Z
arbitrum-bridged-wbtc-arbitrum-one,wbtc,Arbitrum Bridged WBTC (Arbitrum One),https://coin-images.coingecko.com/coins/images/39532/large/wbtc.png?1722810336,93617.0,915504039,113,915504039,188457136.0,93719.0,89639.0,3978.27,4.43811,38451137.0,4.38413,9779.05129466,9779.05129466,,93719.0,-0.53193,2024-11-19T18:56:07.200Z,49594.0,87.96755,2024-08-05T13:30:13.831Z,,2024-11-19T19:24:30.929Z
neo,neo,NEO,https://coin-images.coingecko.com/coins/images/480/large/NEO_512_512.png?1696501735,12.94,912951667,114,1294416088,67509302.0,13.71,12.62,0.3061,2.42339,20499827.0,2.29702,70530000.0,100000000.0,,198.38,-93.4769,2018-01-15T00:00:00.000Z,0.078349,16416.55155,2016-10-21T00:00:00.000Z,"{'times': 358.3660988422961, 'currency': 'usd', 'percentage': 35836.60988422961}",2024-11-19T19:24:41.142Z
ecash,xec,eCash,https://coin-images.coingecko.com/coins/images/16646/large/Logo_final-22.png?1696516207,4.572e-05,906919864,115,962538171,41916935.0,4.63e-05,4.448e-05,6.83589e-07,1.51798,11223865.0,1.25309,19786557797584.0,21000000000000.0,21000000000000.0,0.00038001,-87.94436,2021-09-04T17:09:31.137Z,1.847e-05,148.04136,2021-07-20T20:49:46.212Z,,2024-11-19T19:24:36.380Z
aerodrome-finance,aero,Aerodrome Finance,https://coin-images.coingecko.com/coins/images/31745/large/token.png?1696530564,1.32,904720243,116,1797013163,48668939.0,1.33,1.27,0.00709477,0.54231,833880.0,0.09226,687386321.918834,1365330640.70296,,2.31,-43.11222,2024-04-12T03:44:52.080Z,1.861e-05,7048524.57565,2023-10-17T01:23:50.860Z,,2024-11-19T19:24:33.561Z
coredaoorg,core,Core,https://coin-images.coingecko.com/coins/images/28938/large/file_589.jpg?1701868471,0.974253,899131464,117,2048581319,46470107.0,1.031,0.959157,-0.030589396349046893,-3.0442,-33266453.487060785,-3.56784,921699352.656389,2100000000.0,2100000000.0,6.14,-84.19998,2023-02-08T12:55:39.828Z,0.334237,190.42113,2023-11-03T01:20:55.441Z,,2024-11-19T19:24:34.688Z
axie-infinity,axs,Axie Infinity,https://coin-images.coingecko.com/coins/images/13029/large/axie_infinity_logo.png?1696512817,5.84,894868347,118,1572603384,100817587.0,5.98,5.72,0.0233536,0.40182,-950714.2646079063,-0.10613,153639790.009834,270000000.0,270000000.0,164.9,-96.46262,2021-11-06T19:29:29.482Z,0.123718,4614.79751,2020-11-06T08:05:43.662Z,,2024-11-19T19:24:30.811Z
elrond-erd-2,egld,MultiversX,https://coin-images.coingecko.com/coins/images/12335/large/egld-token-logo.png?1696512162,32.38,894755126,119,894755126,78133322.0,32.38,30.52,1.8,5.89831,36712330.0,4.27861,27634073.0,27634073.0,31415926.0,545.64,-94.06147,2021-11-23T10:33:26.737Z,6.51,397.99659,2020-10-07T01:44:53.554Z,,2024-11-19T19:24:36.689Z
neiro-3,neiro,Neiro,https://coin-images.coingecko.com/coins/images/39488/large/neiro.jpg?1731449567,0.00210849,887465860,121,887465860,390786665.0,0.00215677,0.00200405,3.644e-05,1.75883,12253366.0,1.40004,420690000000.0,420690000000.0,420690000000.0,0.00301761,-30.14668,2024-11-12T08:05:49.038Z,2.44e-06,86345.31508,2024-08-01T07:00:23.692Z,,2024-11-19T19:24:40.310Z
dydx-chain,dydx,dYdX,https://coin-images.coingecko.com/coins/images/32594/large/dydx.png?1698673495,1.26,887167627,120,887167627,50696443.0,1.32,1.24,-0.014986672437881989,-1.17166,-22455053.23076427,-2.46861,701077952.519268,701077952.519268,1000000000.0,4.52,-71.98634,2024-03-07T22:19:11.131Z,0.809127,56.44526,2024-09-06T21:01:26.089Z,,2024-11-19T19:24:36.500Z
kaia,kaia,Kaia,https://coin-images.coingecko.com/coins/images/39901/large/KAIA.png?1724734368,0.148255,868584997,122,868585025,74123140.0,0.154539,0.134453,0.01362,10.11623,76784676.0,9.69748,5856641747.106198,5856641936.044253,,0.154539,-4.18955,2024-11-19T03:25:43.520Z,0.113064,30.95704,2024-11-04T21:46:05.335Z,,2024-11-19T19:24:38.973Z
dog-go-to-the-moon-rune,dog,DOG•GO•TO•THE•MOON (Runes),https://coin-images.coingecko.com/coins/images/37352/large/DOGGOTOTHEMOON.png?1714096969,0.00868083,868049660,123,868049660,97864884.0,0.00886809,0.00682752,0.00185331,27.14463,175625687.0,25.36389,100000000000.0,100000000000.0,100000000000.0,0.00976482,-11.86218,2024-06-04T12:07:35.002Z,0.0018022,377.55594,2024-08-05T06:45:06.508Z,,2024-11-19T19:24:36.081Z
binance-peg-dogecoin,doge,Binance-Peg Dogecoin,https://coin-images.coingecko.com/coins/images/15768/large/dogecoin.png?1696515392,0.410772,850144979,125,850144979,15701175.0,0.418413,0.363003,0.04578429,12.54405,96389728.0,12.78793,2064000000.0,2064000000.0,,0.439184,-6.25575,2021-06-03T05:48:51.132Z,0.04955727,730.77633,2022-06-18T20:56:27.223Z,,2024-11-19T19:24:31.246Z
pendle,pendle,Pendle,https://coin-images.coingecko.com/coins/images/15069/large/Pendle_Logo_Normal-03.png?1696514728,5.18,849948739,124,1340956584,106289128.0,5.47,5.15,-0.086583260351909,-1.64271,-16063105.461605549,-1.85484,163812817.356872,258446028.244635,258446028.244635,7.5,-30.86875,2024-04-11T08:25:36.646Z,0.03377729,15257.19886,2022-11-14T20:15:58.336Z,,2024-11-19T19:24:41.079Z
the-sandbox,sand,The Sandbox,https://coin-images.coingecko.com/coins/images/12129/large/sandbox_logo.jpg?1696511971,0.351596,843407603,126,1056799290,139004698.0,0.362574,0.344156,0.00150664,0.43036,-2446815.687526107,-0.28927,2394232126.2233224,3000000000.0,3000000000.0,8.4,-95.80572,2021-11-25T06:04:40.957Z,0.02897764,1115.36883,2020-11-04T15:59:14.441Z,,2024-11-19T19:24:36.499Z
apecoin,ape,ApeCoin,https://coin-images.coingecko.com/coins/images/24383/large/apecoin.jpg?1696523566,1.13,819414229,127,1135789757,202013290.0,1.16,1.11,0.02031852,1.82414,15036488.0,1.86933,721448863.0,1000000000.0,1000000000.0,26.7,-95.76404,2022-04-28T21:44:21.164Z,0.482009,134.61572,2024-08-05T06:45:11.515Z,,2024-11-19T19:24:37.963Z
nexo,nexo,NEXO,https://coin-images.coingecko.com/coins/images/3695/large/CG-nexo-token-200x200_2x.png?1730414360,1.25,805854738,128,1247171596,11876527.0,1.26,1.22,0.02365758,1.9359,11725852.0,1.47657,646145839.5746847,1000000000.0,1000000000.0,4.07,-69.33588,2021-05-12T14:37:47.535Z,0.04515276,2662.63753,2018-09-13T00:00:00.000Z,"{'times': 11.45701738900584, 'currency': 'usd', 'percentage': 1145.701738900584}",2024-11-19T19:24:40.312Z
mina-protocol,mina,Mina Protocol,https://coin-images.coingecko.com/coins/images/15628/large/JM4_vQ34_400x400.png?1696515261,0.677242,801963290,129,812034085,82188073.0,0.702898,0.664343,-0.000464634273884101,-0.06856,-5615314.913519144,-0.69533,1183808569.84004,1198674453.84004,,9.09,-92.54332,2021-06-01T01:42:37.064Z,0.333518,103.23836,2024-08-05T06:27:21.687Z,,2024-11-19T19:24:40.084Z
ordinals,ordi,ORDI,https://coin-images.coingecko.com/coins/images/30162/large/ordi.png?1696529082,38.15,801805856,130,801805856,251963474.0,38.88,37.29,0.682206,1.82071,10658940.0,1.34728,21000000.0,21000000.0,,95.52,-60.19025,2024-03-05T01:45:22.816Z,2.86,1229.1688,2023-09-11T15:22:32.140Z,,2024-11-19T19:24:40.859Z
notcoin,not,Notcoin,https://coin-images.coingecko.com/coins/images/33453/large/rFmThDiD_400x400.jpg?1701876350,0.0076247,781789558,131,781789558,308703812.0,0.008005,0.00750237,0.00010849,1.44337,10820120.0,1.40344,102456957533.563,102456957533.563,,0.02836145,-73.20635,2024-06-02T18:00:38.587Z,0.00461057,64.81857,2024-05-24T07:12:14.147Z,,2024-11-19T19:24:40.677Z
