id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated
wrapped-bitcoin,wbtc,Wrapped Bitcoin,https://coin-images.coingecko.com/coins/images/7598/large/wrapped_bitcoin_wbtc.png?1696507857,93292.0,13694736280,15,13694736280,496490842.0,93467.0,89808.0,3483.32,3.87861,481956092.0,3.64765,146734.42599595,146734.42599595,146734.42599595,93467.0,-0.10758,2024-11-19T19:16:18.871Z,3139.17,2874.22488,2019-04-02T00:00:00.000Z,,2024-11-19T19:24:38.460Z
wrapped-steth,wsteth,Wrapped stETH,https://coin-images.coingecko.com/coins/images/18834/large/wstETH.png?1696518295,3708.3,13406411574,16,13406411574,51072223.0,3808.89,3666.88,18.72,0.50734,41656062.0,0.31169,3611988.19484705,3611988.19484705,,7256.02,-48.86532,2022-05-13T15:09:54.509Z,558.54,564.29302,2022-05-13T01:36:45.053Z,,2024-11-19T19:24:38.366Z
sui,sui,Sui,https://coin-images.coingecko.com/coins/images/26375/large/sui-ocean-square.png?1727791290,3.8,10809501690,17,37984710700,1295684942.0,3.82,3.62,0.165674,4.56285,401170324.0,3.85432,2845750695.58389,10000000000.0,10000000000.0,3.92,-3.59388,2024-11-17T18:01:56.146Z,0.364846,936.07786,2023-10-19T10:40:30.078Z,,2024-11-19T19:24:36.457Z
chainlink,link,Chainlink,https://coin-images.coingecko.com/coins/images/877/large/chainlink-new-logo.png?1696502009,14.99,9401413691,18,14997868903,853489922.0,15.35,14.67,0.104372,0.7013,72316719.0,0.77517,626849971.3083414,1000000000.0,1000000000.0,52.7,-71.60333,2021-05-10T00:13:57.214Z,0.148183,9998.36534,2017-11-29T00:00:00.000Z,,2024-11-19T19:24:33.512Z
weth,weth,WETH,https://coin-images.coingecko.com/coins/images/2518/large/weth.png?1696503332,3134.58,9303925824,19,9303925824,367855623.0,3220.12,3083.24,13.24,0.42408,120101132.0,1.30775,2967354.96752548,2967354.96752548,,4799.89,-34.6626,2021-11-09T00:00:00.000Z,82.1,3719.72576,2018-12-15T00:00:00.000Z,,2024-11-19T19:24:38.980Z
bitcoin-cash,bch,Bitcoin Cash,https://coin-images.coingecko.com/coins/images/780/large/bitcoin-cash-circle.png?1696501932,453.07,8973279273,20,9521700957,619970936.0,462.37,434.66,18.41,4.23438,366927530.0,4.26345,19790462.3966508,21000000.0,21000000.0,3785.82,-88.0221,2017-12-20T00:00:00.000Z,76.93,489.41042,2018-12-16T00:00:00.000Z,,2024-11-19T19:24:32.058Z
pepe,pepe,Pepe,https://coin-images.coingecko.com/coins/images/29850/large/pepe-token.jpeg?1696528776,2.095e-05,8844043585,21,8844043585,4730620263.0,2.114e-05,1.982e-05,9.25326e-07,4.62074,377922858.0,4.46394,420690000000000.0,420690000000000.0,420690000000000.0,2.457e-05,-14.95735,2024-11-14T02:05:35.500Z,5.5142e-08,37786.02779,2023-04-18T02:14:41.591Z,,2024-11-19T19:24:41.244Z
polkadot,dot,Polkadot,https://coin-images.coingecko.com/coins/images/12171/large/polkadot.png?1696512008,5.88,8461627916,22,8937429966,543078171.0,6.08,5.74,0.143785,2.50617,117226825.0,1.40486,1439564295.27838,1520511797.32522,,54.98,-89.30082,2021-11-04T14:10:09.301Z,2.7,118.07607,2020-08-20T05:48:11.359Z,,2024-11-19T19:24:34.097Z
leo-token,leo,LEO Token,https://coin-images.coingecko.com/coins/images/8418/large/leo-token.png?1696508607,7.88,7289757900,23,7765939132,2009179.0,7.96,7.65,0.215915,2.81811,200658053.0,2.83052,924827935.9,985239504.0,,8.14,-3.09245,2022-02-08T17:40:10.285Z,0.799859,885.64378,2019-12-24T15:14:35.376Z,,2024-11-19T19:24:39.049Z
near,near,NEAR Protocol,https://coin-images.coingecko.com/coins/images/10365/large/near.jpg?1696510367,5.9,7193509518,24,7212345225,689541694.0,6.08,5.74,0.073006,1.25221,26962079.0,0.37622,1217906155.0,1221095158.0,,20.44,-71.08544,2022-01-16T22:09:45.873Z,0.526762,1021.87065,2020-11-04T16:09:15.137Z,,2024-11-19T19:24:40.737Z
stellar,xlm,Stellar,https://coin-images.coingecko.com/coins/images/100/large/Stellar_symbol_black_RGB.png?1696501482,0.227228,6809101103,25,11366820786,1174103678.0,0.242763,0.223471,0.00103348,0.4569,-19306355.968725204,-0.28274,29952721944.4272,50001786911.163,50001786911.163,0.875563,-74.04677,2018-01-03T00:00:00.000Z,0.00047612,47626.46228,2015-03-05T00:00:00.000Z,,2024-11-19T19:24:35.873Z
litecoin,ltc,Litecoin,https://coin-images.coingecko.com/coins/images/2/large/litecoin.png?1696501400,88.15,6635583622,26,7410690381,1006862541.0,89.94,86.22,1.076,1.23622,69497826.0,1.05844,75214183.2334713,84000000.0,84000000.0,410.26,-78.48821,2021-05-10T03:13:07.904Z,1.15,7582.01465,2015-01-14T00:00:00.000Z,,2024-11-19T19:24:40.358Z
aptos,apt,Aptos,https://coin-images.coingecko.com/coins/images/26455/large/aptos_round.png?1696525528,11.95,6368200088,27,13469082588,531884212.0,12.28,11.58,0.307966,2.64624,171200155.0,2.76263,532729456.672003,1126751193.41856,,19.92,-40.40102,2023-01-26T14:25:17.390Z,3.08,285.49161,2022-12-29T21:35:14.796Z,,2024-11-19T19:24:40.577Z
uniswap,uni,Uniswap,https://coin-images.coingecko.com/coins/images/12504/large/uniswap-logo.png?1720676669,9.47,5698365615,28,9490552385,498884712.0,9.62,8.9,0.564095,6.33484,273880660.0,5.04897,600425073.71,1000000000.0,1000000000.0,44.92,-78.88402,2021-05-03T05:25:04.822Z,1.03,820.71015,2020-09-17T01:20:38.214Z,,2024-11-19T19:24:37.217Z
wrapped-eeth,weeth,Wrapped eETH,https://coin-images.coingecko.com/coins/images/33033/large/weETH.png?1701438396,3300.36,5619612508,29,5619612508,41913998.0,3382.33,3248.66,19.41,0.5917,11155916.0,0.19891,1701788.68859558,1701788.68859558,,4196.87,-21.42096,2024-03-13T08:29:59.938Z,2231.18,47.80827,2024-01-08T03:35:28.624Z,,2024-11-19T19:24:37.751Z
usds,usds,USDS,https://coin-images.coingecko.com/coins/images/39926/large/usds.webp?1726666683,0.999174,5261565109,30,5261565109,6583835.0,1.011,0.989067,-0.005884972823041347,-0.58553,40969937.0,0.78478,5268807326.96287,5268807326.96287,,1.057,-5.2184,2024-10-29T05:40:51.197Z,0.948265,5.68214,2024-10-03T13:19:28.826Z,,2024-11-19T19:24:36.622Z
hedera-hashgraph,hbar,Hedera,https://coin-images.coingecko.com/coins/images/3688/large/hbar.png?1696504364,0.137464,5164465525,31,6850689749,2403003191.0,0.155242,0.121968,0.01249177,9.99562,404963404.0,8.50852,37693033213.0683,50000000000.0,50000000000.0,0.569229,-75.91546,2021-09-15T10:40:28.318Z,0.00986111,1290.27135,2020-01-02T17:30:24.852Z,,2024-11-19T19:24:38.514Z
crypto-com-chain,cro,Cronos,https://coin-images.coingecko.com/coins/images/7310/large/cro_token_logo.png?1696507599,0.171312,4643696241,32,5135796435,42343076.0,0.172996,0.165357,0.0032211,1.91629,66168435.0,1.44551,27125469047.5696,30000000000.0,,0.965407,-82.25924,2021-11-24T15:53:54.855Z,0.0121196,1313.17049,2019-02-08T00:00:00.000Z,,2024-11-19T19:24:34.195Z
internet-computer,icp,Internet Computer,https://coin-images.coingecko.com/coins/images/14495/large/Internet_Computer_logo.png?1696514180,9.33,4428972051,33,4905418448,171512534.0,9.76,9.13,0.144469,1.57272,31865957.0,0.7247,474552674.896847,525602649.760383,,700.65,-98.66738,2021-05-10T16:05:53.653Z,2.87,225.89556,2023-09-22T00:29:57.369Z,,2024-11-19T19:24:39.010Z
bonk,bonk,Bonk,https://coin-images.coingecko.com/coins/images/28600/large/bonk.jpg?1696527587,5.594e-05,4203439963,34,5190773226,2157269982.0,5.608e-05,4.592e-05,9.86e-06,21.40386,1001855535.0,31.29249,75068774463444.6,92701451198069.7,92701451198069.7,5.608e-05,-1.44536,2024-11-19T18:45:52.198Z,8.6142e-08,64056.14399,2022-12-29T22:48:46.755Z,,2024-11-19T19:24:32.052Z
kaspa,kas,Kaspa,https://coin-images.coingecko.com/coins/images/25751/large/kaspa-icon-exchanges.png?1696524837,0.161846,4080564107,35,4080636203,211109186.0,0.177873,0.160522,-0.005543857535601493,-3.31195,-141342284.7548461,-3.34783,25184944492.3949,25185389458.5032,28704026601.0,0.207411,-21.21394,2024-08-01T00:40:47.164Z,0.00017105,95434.26661,2022-05-26T14:42:59.316Z,,2024-11-19T19:24:38.901Z
ethereum-classic,etc,Ethereum Classic,https://coin-images.coingecko.com/coins/images/453/large/ethereum-classic-logo.png?1696501717,26.51,3970626365,36,5591781637,354658327.0,27.27,25.82,0.682939,2.64467,81921546.0,2.10665,149614385.800769,210700000.0,210700000.0,167.09,-84.12172,2021-05-06T18:34:22.133Z,0.615038,4213.60148,2016-07-25T00:00:00.000Z,"{'times': 57.9025826225606, 'currency': 'usd', 'percentage': 5790.25826225606}",2024-11-19T19:24:37.144Z
render-token,render,Render,https://coin-images.coingecko.com/coins/images/11636/large/rndr.png?1696511529,8.24,3966539455,37,4079631701,450334963.0,8.23,7.42,0.644787,8.48877,1158106442.0,41.23675,517690747.375492,1803837.74919962,,13.53,-39.10221,2024-03-17T16:30:24.636Z,0.03665669,22385.19659,2020-06-16T13:22:25.900Z,,2024-11-19T19:24:42.008Z
bittensor,tao,Bittensor,https://coin-images.coingecko.com/coins/images/28452/large/ARUsPeNQ_400x400.jpeg?1696527447,486.37,3591763024,38,10219047347,207294923.0,515.91,477.18,-8.21207193141106,-1.66041,-58751427.50175142,-1.6094,7381023.0,21000000.0,21000000.0,757.6,-36.19763,2024-03-07T18:45:36.466Z,30.83,1467.85711,2023-05-14T08:57:53.732Z,,2024-11-19T19:24:31.625Z
mantra-dao,om,MANTRA,https://coin-images.coingecko.com/coins/images/12151/large/OM_Token.png?1696511991,3.91,3545285322,39,7024862350,517188340.0,4.38,3.69,0.176557,4.72769,165991094.0,4.912,901294073.06,1785883568.03,,4.45,-11.86308,2024-11-18T04:21:01.946Z,0.01726188,22629.83759,2023-10-12T17:25:09.068Z,,2024-11-19T19:24:39.794Z
polygon-ecosystem-token,pol,POL (ex-MATIC),https://coin-images.coingecko.com/coins/images/32440/large/polygon.png?1698233684,0.43881,3494087999,40,4519103979,286254312.0,0.456571,0.428585,-0.001226457644271484,-0.27872,-10506072.18286419,-0.29978,7958621672.723664,10293340888.2509,,1.29,-66.01903,2024-03-13T18:55:06.692Z,0.286453,52.73905,2024-11-04T21:55:33.611Z,,2024-11-19T19:24:41.450Z
dogwifcoin,wif,dogwifhat,https://coin-images.coingecko.com/coins/images/33566/large/dogwifhat.jpg?1702499428,3.47,3473569433,41,3473569433,1080263910.0,3.54,3.37,0.073601,2.16421,60872962.0,1.78372,998926392.0,998926392.0,998926392.0,4.83,-28.05049,2024-03-31T09:34:58.366Z,0.00155464,223224.83257,2023-12-13T07:13:50.873Z,,2024-11-19T19:24:36.034Z
ethena-usde,usde,Ethena USDe,https://coin-images.coingecko.com/coins/images/33613/large/USDE.png?1716355685,1.002,3457309576,42,3457309576,294246452.0,1.007,0.998773,-0.002334397585232573,-0.23243,123274089.0,3.69744,3448431591.03531,3448431591.03531,,1.032,-2.92179,2023-12-20T15:38:34.596Z,0.929486,7.79364,2024-10-04T07:57:15.809Z,,2024-11-19T19:24:36.760Z
fetch-ai,fet,Artificial Superintelligence Alliance,https://coin-images.coingecko.com/coins/images/5681/large/ASI.png?1719827289,1.32,3438594741,43,3582905692,416329809.0,1.37,1.29,-0.006009104317248993,-0.45406,-69587357.29420137,-1.98357,2609959126.672,2719493896.672,2719493896.672,3.45,-61.8515,2024-03-28T17:21:18.050Z,0.00816959,16029.39284,2020-03-13T02:24:18.347Z,"{'times': 14.194950002790877, 'currency': 'usd', 'percentage': 1419.4950002790877}",2024-11-19T19:24:37.339Z
dai,dai,Dai,https://coin-images.coingecko.com/coins/images/9956/large/Badge_Dai.png?1696509996,0.999866,3391631514,44,3391631514,139729675.0,1.006,0.996578,0.00224291,0.22482,110529532.0,3.36867,3389985080.70125,3389985080.70125,,1.22,-17.8925,2020-03-13T03:02:50.373Z,0.88196,13.47833,2023-03-11T07:50:50.514Z,,2024-11-19T19:24:34.865Z
whitebit,wbt,WhiteBIT Coin,https://coin-images.coingecko.com/coins/images/27045/large/wbt_token.png?1696526096,23.03,3319111631,45,7833066775,29542213.0,23.15,22.0,1.009,4.58182,140783103.0,4.42947,144118517.10815412,340118108.0,400000000.0,23.15,-0.74787,2024-11-19T18:31:02.939Z,3.06,650.30654,2023-02-13T19:01:21.899Z,,2024-11-19T19:24:37.679Z
monero,xmr,Monero,https://coin-images.coingecko.com/coins/images/69/large/monero_logo.png?1696501460,162.04,2985228839,46,2985228839,152499278.0,162.89,155.18,4.27,2.70606,67249957.0,2.30468,18446744.0737096,18446744.0737096,,542.33,-70.18758,2018-01-09T00:00:00.000Z,0.216177,74690.85774,2015-01-14T00:00:00.000Z,,2024-11-19T19:24:40.175Z
blockstack,stx,Stacks,https://coin-images.coingecko.com/coins/images/2069/large/Stacks_Logo_png.png?1709979332,1.96,2937361857,47,2937361857,219887570.0,1.98,1.88,0.072172,3.83035,106759521.0,3.77162,1501391284.45318,1501391284.45318,1818000000.0,3.86,-49.38011,2024-04-01T12:34:58.342Z,0.04559639,4190.06657,2020-03-13T02:29:26.415Z,"{'times': 15.303217115563967, 'currency': 'usd', 'percentage': 1530.3217115563966}",2024-11-19T19:24:31.409Z
arbitrum,arb,Arbitrum,https://coin-images.coingecko.com/coins/images/16547/large/arb.jpg?1721358242,0.700319,2871225409,48,7007501262,792470007.0,0.750098,0.691858,6.186e-05,0.00883,404965.0,0.01411,4097359817.0,10000000000.0,10000000000.0,2.39,-70.68107,2024-01-12T12:29:59.231Z,0.431578,62.38228,2024-08-05T11:35:54.024Z,,2024-11-19T19:24:32.825Z
vechain,vet,VeChain,https://coin-images.coingecko.com/coins/images/1167/large/VET_Token_Icon.png?1710013505,0.03365127,2727349359,49,2895735355,152008445.0,0.03409225,0.03148798,0.00198941,6.28329,139555986.0,5.39286,80985041177.0,85985041177.0,86712634466.0,0.280991,-88.03248,2021-04-19T01:08:21.675Z,0.00191713,1654.06002,2020-03-13T02:29:59.652Z,"{'times': 2.754131985661618, 'currency': 'eth', 'percentage': 275.41319856616184}",2024-11-19T19:24:37.891Z
filecoin,fil,Filecoin,https://coin-images.coingecko.com/coins/images/12817/large/filecoin.png?1696512609,4.51,2710884535,50,8853376178,305362474.0,4.57,4.37,0.147825,3.38533,72037499.0,2.72989,600102789.0,1959853202.0,1959853202.0,236.84,-98.09026,2021-04-01T13:29:41.564Z,2.64,71.26435,2022-12-16T22:45:28.552Z,,2024-11-19T19:24:39.417Z
okb,okb,OKB,https://coin-images.coingecko.com/coins/images/4463/large/WeChat_Image_20220118095654.png?1696505053,44.18,2652338495,51,10430660866,6052348.0,44.36,43.79,0.388044,0.88619,14314979.0,0.54264,60000000.0,235957685.3,300000000.0,73.8,-40.09521,2024-03-14T00:30:12.502Z,0.580608,7514.73177,2019-01-14T00:00:00.000Z,,2024-11-19T19:24:40.573Z
mantle,mnt,Mantle,https://coin-images.coingecko.com/coins/images/30980/large/token-logo.png?1696529819,0.747609,2521729274,52,4658203322,118406160.0,0.755795,0.716364,0.03124468,4.36156,92991873.0,3.82882,3366841707.83684,6219316794.99,6219316794.99,1.54,-51.52054,2024-04-08T09:45:25.482Z,0.307978,142.21244,2023-10-18T02:50:46.942Z,,2024-11-19T19:24:39.578Z
cosmos,atom,Cosmos Hub,https://coin-images.coingecko.com/coins/images/1481/large/cosmos_hub.png?1696502525,6.34,2477962546,54,2479495321,496355486.0,6.76,6.24,0.05193,0.82622,22368921.0,0.91094,390688369.813272,390930035.085365,,44.45,-85.72409,2022-01-17T00:34:41.497Z,1.16,446.98599,2020-03-13T02:27:44.591Z,"{'times': 62.37230531854861, 'currency': 'usd', 'percentage': 6237.230531854861}",2024-11-19T19:24:33.851Z
floki,floki,FLOKI,https://coin-images.coingecko.com/coins/images/16746/large/PNG_image.png?1696516318,0.00025513,2474423700,53,2554823260,641891138.0,0.00025749,0.00024064,1.339e-05,5.53988,115282538.0,4.88663,9685302851369.0,10000000000000.0,10000000000000.0,0.00034495,-25.96843,2024-06-05T07:25:59.137Z,8.428e-08,302904.31976,2021-07-06T01:11:20.438Z,,2024-11-19T19:24:37.411Z
first-digital-usd,fdusd,First Digital USD,https://coin-images.coingecko.com/coins/images/31079/large/FDUSD_icon_black.png?1731097953,0.99744,2462985438,56,2462985438,7007505026.0,1.013,0.988182,0.0092575,0.93682,-129025444.19398308,-4.97781,2467669437.89,2467669437.89,,1.089,-8.72149,2024-05-20T19:42:15.377Z,0.942129,5.46495,2023-08-17T21:55:41.478Z,,2024-11-19T19:24:38.018Z
injective-protocol,inj,Injective,https://coin-images.coingecko.com/coins/images/12882/large/Secondary_Symbol.png?1696512670,25.15,2457908476,55,2515070487,240178681.0,26.17,24.41,0.30329,1.22083,-3010352.7817487717,-0.12233,97727220.33,100000000.0,,52.62,-52.21517,2024-03-14T15:06:22.124Z,0.657401,3724.8653,2020-11-03T16:19:30.576Z,,2024-11-19T19:24:39.763Z
aave,aave,Aave,https://coin-images.coingecko.com/coins/images/12645/large/aave-token-round.png?1720472354,163.29,2446195838,57,2612968885,330155376.0,171.72,160.82,-2.8859964228147703,-1.73672,-67087894.566013336,-2.66933,14978798.109387238,16000000.0,16000000.0,661.69,-75.31278,2021-05-18T21:19:59.514Z,26.02,527.72144,2020-11-05T09:20:11.928Z,,2024-11-19T19:24:30.445Z
immutable-x,imx,Immutable,https://coin-images.coingecko.com/coins/images/17233/large/immutableX-symbol-BLK-RGB.png?1696516787,1.41,2360492083,58,2826515765,118519907.0,1.41,1.33,0.06467,4.80153,90380316.0,3.98132,1670248659.3898141,2000000000.0,2000000000.0,9.52,-85.16107,2021-11-26T01:03:01.536Z,0.378055,273.66443,2022-12-31T07:36:37.649Z,,2024-11-19T19:24:38.943Z
the-graph,grt,The Graph,https://coin-images.coingecko.com/coins/images/13397/large/Graph_Token.png?1696513159,0.238884,2276523994,59,2572034313,314274286.0,0.244991,0.209593,0.02868021,13.64398,256784890.0,12.71377,9548531509.16547,10788004319.0,10788004319.0,2.84,-91.58994,2021-02-12T07:28:45.775Z,0.052051,359.11135,2022-11-22T10:05:03.503Z,,2024-11-19T19:24:36.457Z
celestia,tia,Celestia,https://coin-images.coingecko.com/coins/images/31967/large/tia.jpg?1696530772,5.25,2220064211,60,5696791690,320947846.0,5.72,5.2,0.03680824,0.70614,2273186.0,0.1025,422541103.283925,1084260821.91752,,20.85,-74.87988,2024-02-10T14:30:02.495Z,2.08,151.39256,2023-10-31T15:14:31.951Z,,2024-11-19T19:24:32.564Z
optimism,op,Optimism,https://coin-images.coingecko.com/coins/images/25244/large/Optimism.png?1696524385,1.76,2205728985,61,7548208583,533256951.0,1.84,1.72,0.02995442,1.7358,33190749.0,1.52774,1255070491.0,4294967296.0,4294967296.0,4.84,-63.91149,2024-03-06T08:35:50.817Z,0.402159,334.71328,2022-06-18T20:54:52.178Z,,2024-11-19T19:24:41.344Z
sei-network,sei,Sei,https://coin-images.coingecko.com/coins/images/28205/large/Sei_Logo_-_Transparent.png?1696527207,0.506695,2154678019,62,5070327725,264769753.0,0.516899,0.49216,0.00339554,0.67466,14212484.0,0.66399,4249583333.0,10000000000.0,,1.14,-55.89292,2024-03-16T02:30:23.904Z,0.095364,427.13563,2023-10-19T08:05:30.655Z,,2024-11-19T19:24:35.030Z
fantom,ftm,Fantom,https://coin-images.coingecko.com/coins/images/4001/large/Fantom_round.png?1696504642,0.711058,1998268206,63,2262955744,316549561.0,0.734042,0.692962,0.00303424,0.42855,-11345231.301614761,-0.56455,2803634835.52659,3175000000.0,3175000000.0,3.46,-79.39373,2021-10-28T05:19:39.845Z,0.00190227,37364.8686,2020-03-13T02:25:38.280Z,"{'times': 22.701925194758086, 'currency': 'usd', 'percentage': 2270.1925194758087}",2024-11-19T19:24:37.334Z
algorand,algo,Algorand,https://coin-images.coingecko.com/coins/images/4380/large/download.png?1696504978,0.23528,1951081817,64,1951081848,431250354.0,0.235806,0.205507,0.02535882,12.08014,198465998.0,11.32399,8275915728.60596,8275915859.4675,10000000000.0,3.56,-93.37839,2019-06-20T14:51:19.480Z,0.087513,169.45054,2023-09-11T19:42:08.247Z,"{'times': -0.9019665050655747, 'currency': 'usd', 'percentage': -90.19665050655748}",2024-11-19T19:24:30.404Z
bitget-token,bgb,Bitget Token,https://coin-images.coingecko.com/coins/images/11610/large/icon_colour.png?1696511504,1.36,1908918964,65,2727025144,84497703.0,1.37,1.33,-0.007641715738082811,-0.55799,-10535206.044572115,-0.54886,1400001000.0,2000000000.0,2000000000.0,1.48,-7.90862,2024-11-14T04:45:39.774Z,0.0142795,9440.5227,2020-06-25T04:17:05.895Z,,2024-11-19T19:24:31.162Z
binance-peg-weth,weth,Binance-Peg WETH,https://coin-images.coingecko.com/coins/images/39580/large/weth.png?1723006716,3133.12,1894161261,66,1894161261,87061712.0,3223.67,3084.46,18.9,0.60683,15440953.0,0.82189,604999.999959841,604999.999959841,,3437.12,-8.68885,2024-11-12T09:22:30.621Z,2171.8,44.51031,2024-09-06T21:02:52.910Z,,2024-11-19T19:24:31.834Z
